genome	substrates
MALA_SAMN05421555_METAG_CLKOJKMO	glucosylglycerate, polyphenol, peptidoglycan, sucrose, glycolipid, alginate, cellulose, arabinan, xylan, glycogen, xyloglucan, exo-polysaccharide, arabinogalactan protein, lignin, chitin, beta-mannan, host glycan, beta-glucan, beta-glycan, trehalose, chitosan, alpha-glucan, starch
MALA_SAMN05421706_METAG_NAFAAHFA	alkaloid, uric acid, human milk polysaccharide, pectin, polyphenol, beta-galactan, peptidoglycan, beta-glucuronan, alpha-rhamnoside, agarose, arabinan, xylan, beta-fucosides, xyloglucan, exo-polysaccharide, arabinogalactan protein, lignin, alpha-mannan, chitin, beta-mannan, host glycan, beta-glucan, porphyran, chitosan, carrageenan
MALA_SAMN05421706_METAG_PHFPPBLD	lignin, chitin, cellulose, host glycan, polyphenol, arabinan, beta-glucan, xylan, cellooligosaccharide, glucooligosaccharide, peptidoglycan, xyloglucan, exo-polysaccharide, chitooligosaccharide
MALA_SAMN05421706_METAG_JJDGLEBG	glucosylglycerate, polyphenol, alpha-galactan, glucooligosaccharide, peptidoglycan, sucrose, cellulose, arabinan, xylan, glycogen, xyloglucan, arabinogalactan protein, chitooligosaccharide, raffinose, lignin, chitin, host glycan, beta-glucan, trehalose, alpha-glucan, starch, cellooligosaccharide
MALA_SAMN05421706_METAG_PHJHNDCF	alpha-mannan, lignin, chitin, pectin, cephalosporin C, host glycan, cellulose, polyphenol, cellooligosaccharide, xylan, alpha-glucan, chitooligosaccharide, glucooligosaccharide, peptidoglycan, starch, exo-polysaccharide, trehalose, ulvan
MALA_SAMN05421555_METAG_IJMJPABA	glucosylglycerate, pectin, polyphenol, alpha-galactan, cellooligosaccharide, beta-galactan, peptidoglycan, glucooligosaccharide, beta-glucuronan, sucrose, glycolipid, cutin, agarose, cellulose, arabinan, xylan, glycogen, xyloglucan, exo-polysaccharide, arabinogalactan protein, lignin, alpha-mannan, chitin, beta-mannan, host glycan, beta-glucan, beta-glycan, trehalose, porphyran, chitosan, alpha-glucan, starch, chitooligosaccharide, carrageenan
TARA_SAMEA2622219_METAG_IBJHCFCC	lignin, alpha-glucan, peptidoglycan, fructan, cellooligosaccharide, chitooligosaccharide, beta-glucan, pectin, chitin, starch, exo-polysaccharide, beta-galactan, polyphenol, glucosylglycerate, beta-mannan, cellulose, xylan, cephalosporin C, host glycan, sialic acid, sucrose, glycogen, xyloglucan, glucooligosaccharide, trehalose
TARA_SAMEA2622219_METAG_PPKFNHCK	lignin, exo-polysaccharide, peptidoglycan, polyphenol, trehalose, xylan, chitin
TARA_SAMEA2622219_METAG_CDNBMKDP	lignin, alpha-glucan, peptidoglycan, cellooligosaccharide, alpha-galactan, chitooligosaccharide, beta-glucan, starch, chitin, exo-polysaccharide, polyphenol, arabinan, glucosylglycerate, cellulose, xylan, host glycan, sucrose, glycogen, xyloglucan, trehalose, glucooligosaccharide
TARA_SAMEA2622219_METAG_FLMMGJJK	lignin, alpha-glucan, human milk polysaccharide, peptidoglycan, fructan, cellooligosaccharide, alpha-galactan, beta-glucan, chitooligosaccharide, pectin, chitin, starch, agarose, exo-polysaccharide, beta-galactan, polyphenol, porphyran, alpha-mannan, arabinan, glucosylglycerate, arabinogalactan protein, carrageenan, xylan, host glycan, cephalosporin C, sialic acid, sucrose, glycogen, xyloglucan, glucooligosaccharide, trehalose
TARA_SAMEA2622219_METAG_BCNDIPPI	alpha-mannan, lignin, arabinan, exo-polysaccharide, human milk polysaccharide, beta-galactan, peptidoglycan, xylan, polyphenol, beta-glucuronan, chitosan, beta-glucan, trehalose, pectin, beta-mannan, host glycan, chitin
TARA_SAMEA2622219_METAG_CBPANGGE	lignin, alpha-glucan, peptidoglycan, cellooligosaccharide, beta-glucuronan, chitosan, chitooligosaccharide, beta-glucan, pectin, starch, chitin, exo-polysaccharide, beta-galactan, polyphenol, alpha-mannan, arabinan, glucosylglycerate, beta-mannan, cellulose, host glycan, xylan, sucrose, glycogen, xyloglucan, trehalose, glucooligosaccharide
TARA_SAMEA2622197_METAG_ODGMLBOK	alpha-rhamnoside, peptidoglycan, trehalose, glucosylglycerate, glycolipid, beta-mannan, agarose, fructan, beta-glucuronan, beta-galactan, polyphenol, starch, human milk polysaccharide, porphyran, beta-glycan, sucrose, xyloglucan, arabinan, beta-fucosides, alpha-mannan, beta-glucan, exo-polysaccharide, alkaloid, xylan, glycogen, lignin, uric acid, carrageenan, chitosan, alpha-galactan, host glycan, alpha-glucan, arabinogalactan protein, pectin, cellulose, chitin
TARA_SAMEA2622197_METAG_NOPBLNLP	peptidoglycan, trehalose, glucosylglycerate, polyphenol, starch, sucrose, xyloglucan, arabinan, beta-glucan, alpha-mannan, exo-polysaccharide, xylan, glycogen, glucooligosaccharide, chitooligosaccharide, lignin, host glycan, cellooligosaccharide, alpha-glucan, cellulose, chitin
TARA_SAMEA2622197_METAG_HPJNGGAK	peptidoglycan, trehalose, glucosylglycerate, polyphenol, starch, xyloglucan, sucrose, arabinan, beta-glucan, exo-polysaccharide, xylan, glycogen, glucooligosaccharide, chitooligosaccharide, host glycan, cellooligosaccharide, arabinogalactan protein, alpha-glucan, chitin
TARA_SAMEA2622197_METAG_EBGAILGH	peptidoglycan, trehalose, glucosylglycerate, glycolipid, beta-mannan, agarose, beta-galactan, polyphenol, starch, pectin, porphyran, beta-glycan, sucrose, xyloglucan, arabinan, beta-glucan, alpha-mannan, alkaloid, exo-polysaccharide, xylan, glycogen, lignin, carrageenan, chitosan, alpha-galactan, host glycan, arabinogalactan protein, alpha-glucan, cellulose, chitin
TARA_SAMEA2622197_METAG_PLBFGDCB	peptidoglycan, trehalose, glucosylglycerate, glycolipid, beta-mannan, agarose, fructan, beta-glucuronan, beta-galactan, polyphenol, starch, pectin, porphyran, beta-glycan, sucrose, xyloglucan, arabinan, beta-glucan, alpha-mannan, exo-polysaccharide, alkaloid, xylan, glycogen, lignin, carrageenan, chitosan, alpha-galactan, host glycan, ulvan, arabinogalactan protein, alpha-glucan, cellulose, chitin
TARA_SAMEA2622197_METAG_GMLIEILM	peptidoglycan, trehalose, glucosylglycerate, polyphenol, starch, pectin, sucrose, beta-glucan, exo-polysaccharide, xylan, glycogen, glucooligosaccharide, chitooligosaccharide, lignin, alpha-galactan, host glycan, cellooligosaccharide, alpha-glucan, cellulose, chitin
TARA_SAMEA2622197_METAG_BFPJEENM	trehalose, peptidoglycan, glucosylglycerate, agarose, polyphenol, starch, pectin, porphyran, sucrose, xyloglucan, arabinan, beta-glucan, exo-polysaccharide, xylan, glycogen, lignin, carrageenan, host glycan, arabinogalactan protein, alpha-glucan, cellulose, chitin
TARA_SAMEA2622197_METAG_KHGNHLIC	peptidoglycan, trehalose, glucosylglycerate, agarose, starch, porphyran, xyloglucan, sucrose, beta-glucan, exo-polysaccharide, xylan, glycogen, glucooligosaccharide, chitooligosaccharide, lignin, carrageenan, host glycan, cellooligosaccharide, arabinogalactan protein, alpha-glucan, cellulose, chitin
TARA_SAMEA2622197_METAG_FOHBEAPP	alpha-rhamnoside, peptidoglycan, trehalose, glucosylglycerate, glycolipid, beta-mannan, agarose, fructan, beta-glucuronan, beta-galactan, polyphenol, starch, pectin, raffinose, human milk polysaccharide, porphyran, beta-glycan, sucrose, xyloglucan, arabinan, beta-fucosides, alpha-mannan, beta-glucan, exo-polysaccharide, xylan, glycogen, lignin, carrageenan, chitosan, alpha-galactan, host glycan, ulvan, arabinogalactan protein, alpha-glucan, cellulose, chitin
TARA_SAMEA2622173_METAG_HOFOCKAF	beta-glucan, cellulose, host glycan, arabinan, trehalose, alpha-galactan, pectin, beta-mannan, sucrose, xylan, polyphenol, glycogen, arabinogalactan protein, chitin, alpha-mannan, beta-glucuronan, alpha-glucan, raffinose, beta-fucosides, lignin, exo-polysaccharide, beta-galactan, glucosylglycerate, chitosan, xyloglucan, peptidoglycan, starch, abscisic acid
TARA_SAMEA2622173_METAG_PBPIIOKJ	beta-glucan, cellulose, sialic acid, host glycan, glycolipid, trehalose, arabinan, pectin, beta-mannan, sucrose, xylan, polyphenol, glycogen, fructan, arabinogalactan protein, chitin, alpha-glucan, agarose, exo-polysaccharide, lignin, beta-galactan, beta-glycan, glucosylglycerate, chitosan, xyloglucan, peptidoglycan, starch, human milk polysaccharide
TARA_SAMEA2622173_METAG_ECPLNLMD	exo-polysaccharide, lignin, xylan, chitin, host glycan, peptidoglycan
TARA_SAMEA2620882_METAG_PEOIGDBG	pectin, glycogen, raffinose, cellulose, xyloglucan, beta-glucan, alkaloid, peptidoglycan, alpha-glucan, beta-glycan, trehalose, glycolipid, cellooligosaccharide, xylan, arabinogalactan protein, alpha-galactan, lignin, sucrose, arabinan, beta-mannan, glucosylglycerate, host glycan, beta-galactan, chitosan, chitooligosaccharide, starch, glucooligosaccharide, chitin, alpha-mannan, polyphenol
TARA_SAMEA2620882_METAG_KEPLEFPO	pectin, glycogen, uric acid, porphyran, cellulose, agarose, xyloglucan, beta-glucan, beta-glucuronan, alkaloid, peptidoglycan, alpha-glucan, fructan, beta-glycan, trehalose, glycolipid, arabinogalactan protein, xylan, alpha-galactan, lignin, exo-polysaccharide, sucrose, carrageenan, arabinan, human milk polysaccharide, beta-mannan, glucosylglycerate, beta-fucosides, host glycan, beta-galactan, chitosan, starch, chitin, alpha-mannan, polyphenol
TARA_SAMEA2620882_METAG_IPKCKHKP	exo-polysaccharide, pectin, host glycan, sialic acid, chitooligosaccharide, glucooligosaccharide, chitin, peptidoglycan, cellooligosaccharide
TARA_SAMEA2620882_METAG_JAIBFADI	exo-polysaccharide, host glycan, alpha-glucan, trehalose, chitooligosaccharide, cellulose, starch, glucooligosaccharide, chitin, cephalosporin C, peptidoglycan, cellooligosaccharide, xylan, polyphenol, lignin
TARA_SAMEA2620882_METAG_ECPJEPLI	pectin, glycogen, uric acid, raffinose, cellulose, xyloglucan, beta-glucan, beta-glucuronan, alkaloid, peptidoglycan, alpha-glucan, trehalose, cellooligosaccharide, xylan, alpha-galactan, lignin, exo-polysaccharide, sucrose, arabinan, human milk polysaccharide, beta-mannan, glucosylglycerate, beta-fucosides, host glycan, beta-galactan, chitosan, chitooligosaccharide, starch, glucooligosaccharide, chitin, alpha-mannan, polyphenol
TARA_SAMEA2620882_METAG_LAAKGMCA	pectin, glycogen, uric acid, raffinose, cellulose, xyloglucan, beta-glucan, beta-glucuronan, alkaloid, peptidoglycan, alpha-glucan, beta-glycan, trehalose, glycolipid, cellooligosaccharide, cephalosporin C, xylan, alpha-rhamnoside, arabinogalactan protein, lignin, exo-polysaccharide, alpha-galactan, sucrose, carrageenan, arabinan, human milk polysaccharide, beta-mannan, glucosylglycerate, beta-fucosides, host glycan, beta-galactan, chitosan, chitooligosaccharide, starch, glucooligosaccharide, chitin, alpha-mannan, polyphenol
MALA_SAMN05422143_METAG_BMGHBPPH	chitin, human milk polysaccharide, beta-glucuronan, arabinan, agarose, uric acid, pectin, beta-glucan, chitosan, exo-polysaccharide, polyphenol, peptidoglycan, xyloglucan, beta-fucosides, carrageenan, lignin, xylan, sialic acid, arabinogalactan protein, alpha-mannan, host glycan, alpha-rhamnoside, porphyran, beta-galactan, alkaloid, beta-mannan
MALA_SAMN05422143_METAG_MKOHEMBE	alpha-mannan, xylan, chitin, host glycan, peptidoglycan, polyphenol, starch, glucooligosaccharide, cellulose, cephalosporin C, chitooligosaccharide, alpha-glucan, pectin, cellooligosaccharide, ulvan, trehalose, exo-polysaccharide, lignin
MALA_SAMN05422191_METAG_MKDPFEDB	glucosylglycerate, host glycan, chitin, sucrose, peptidoglycan, cellooligosaccharide, starch, glucooligosaccharide, cellulose, glycogen, chitooligosaccharide, alpha-galactan, beta-glucan, trehalose, alpha-glucan, exo-polysaccharide, lignin
MALA_SAMN05422191_METAG_MJFFLHCL	xylan, polyphenol, chitin, peptidoglycan, host glycan, cellooligosaccharide, xyloglucan, arabinan, glucooligosaccharide, cellulose, chitooligosaccharide, beta-glucan, trehalose, exo-polysaccharide, lignin
TARA_SAMEA2622376_METAG_HEDHIPCE	sucrose, starch, alpha-glucan, beta-glucan, arabinan, glycogen, peptidoglycan, host glycan, glucosylglycerate, chitin, cellulose, cellooligosaccharide, exo-polysaccharide, glucooligosaccharide, xylan, chitooligosaccharide, xyloglucan, trehalose, lignin, alpha-mannan, polyphenol
TARA_SAMEA2622376_METAG_KBAMCEAM	uric acid, host glycan, peptidoglycan, beta-galactan, beta-mannan, lignin, chitin, cellulose, trehalose, human milk polysaccharide, exo-polysaccharide, polyphenol, beta-fucosides, beta-glucan, alginate, xylan, beta-glucuronan, alkaloid
TARA_SAMEA2622376_METAG_OILAECLG	sucrose, pectin, starch, alpha-glucan, beta-glucan, arabinan, glycogen, host glycan, peptidoglycan, beta-galactan, glucosylglycerate, carrageenan, chitin, cellulose, glycolipid, cellooligosaccharide, human milk polysaccharide, exo-polysaccharide, sialic acid, glucooligosaccharide, xylan, beta-glycan, chitosan, chitooligosaccharide, beta-mannan, xyloglucan, trehalose, cephalosporin C, lignin, porphyran, arabinogalactan protein, polyphenol, alpha-rhamnoside, agarose
TARA_SAMEA2622376_METAG_BHCALEEO	uric acid, sucrose, alpha-galactan, pectin, starch, alpha-glucan, beta-glucan, arabinan, glycogen, ulvan, peptidoglycan, host glycan, beta-galactan, glucosylglycerate, chitin, cellulose, human milk polysaccharide, exo-polysaccharide, beta-fucosides, xylan, chitosan, beta-mannan, xyloglucan, trehalose, beta-glucuronan, alkaloid, lignin, alpha-mannan, polyphenol
TARA_SAMEA2622376_METAG_KBEOCLLG	sucrose, pectin, starch, alpha-glucan, beta-glucan, arabinan, glycogen, peptidoglycan, host glycan, beta-galactan, glucosylglycerate, carrageenan, chitin, cellulose, glycolipid, exo-polysaccharide, human milk polysaccharide, xylan, beta-glycan, chitosan, beta-mannan, xyloglucan, trehalose, fructan, beta-glucuronan, lignin, porphyran, arabinogalactan protein, alpha-mannan, polyphenol, alpha-rhamnoside, agarose
TARA_SAMEA2622429_METAG_PABDENCI	beta-fucosides, trehalose, peptidoglycan, alkaloid, sucrose, pectin, host glycan, cellooligosaccharide, cephalosporin C, beta-galactan, alpha-mannan, arabinan, starch, cellulose, uric acid, chitooligosaccharide, glucooligosaccharide, glucosylglycerate, beta-mannan, beta-glucuronan, beta-glucan, alpha-glucan, alpha-galactan, xyloglucan, chitosan, human milk polysaccharide, chitin, polyphenol, exo-polysaccharide, raffinose, glycogen, xylan, palatinose, lignin
TARA_SAMEA2622429_METAG_GEIBKEOM	beta-fucosides, peptidoglycan, alkaloid, pectin, host glycan, cellooligosaccharide, beta-galactan, alpha-mannan, arabinan, cellulose, uric acid, chitooligosaccharide, glucooligosaccharide, beta-mannan, beta-glucuronan, beta-glucan, alpha-glucan, xyloglucan, chitosan, human milk polysaccharide, chitin, polyphenol, exo-polysaccharide, arabinogalactan protein, xylan, lignin
TARA_SAMEA2622901_METAG_HJHFBKGL	starch, arabinogalactan protein, sucrose, pectin, beta-galactan, glucooligosaccharide, arabinan, cellooligosaccharide, trehalose, xyloglucan, sialic acid, lignin, chitin, glucosylglycerate, beta-mannan, porphyran, fructan, exo-polysaccharide, beta-glucan, cephalosporin C, host glycan, glycogen, polyphenol, xylan, carrageenan, alpha-glucan, peptidoglycan, chitooligosaccharide, agarose
TARA_SAMEA2622901_METAG_IPHKIPAK	arabinogalactan protein, starch, sucrose, beta-glycan, pectin, glucooligosaccharide, arabinan, cellooligosaccharide, trehalose, xyloglucan, lignin, chitin, glucosylglycerate, beta-mannan, glycolipid, palatinose, raffinose, exo-polysaccharide, beta-glucan, chitosan, host glycan, glycogen, polyphenol, xylan, cellulose, alpha-glucan, peptidoglycan, chitooligosaccharide
TARA_SAMEA2622901_METAG_NNLDCDAA	trehalose, exo-polysaccharide, xyloglucan, beta-glucan, lignin, chitin, host glycan, polyphenol, xylan, glucooligosaccharide, arabinan, peptidoglycan, cellooligosaccharide, cellulose, chitooligosaccharide
TARA_SAMEA2620339_METAG_ENNHIIDF	beta-glucan, polyphenol, xylan, xyloglucan, chitin, host glycan, cellulose, glucooligosaccharide, chitooligosaccharide, trehalose, arabinan, exo-polysaccharide, peptidoglycan, cellooligosaccharide, lignin
TARA_SAMEA2620339_METAG_NIBPMFCG	polyphenol, xylan, chitooligosaccharide, alkaloid, peptidoglycan, alpha-rhamnoside, beta-glycan, alpha-mannan, arabinogalactan protein, glucosylglycerate, glycolipid, trehalose, glucooligosaccharide, arabinan, chitosan, beta-glucuronan, glycogen, lignin, beta-glucan, xyloglucan, beta-fucosides, chitin, uric acid, starch, cellooligosaccharide, beta-galactan, sucrose, cellulose, host glycan, beta-mannan, exo-polysaccharide, pectin, alpha-glucan, human milk polysaccharide
TARA_SAMEA2622923_METAG_EMAJFPMF	beta-glucan, peptidoglycan, exo-polysaccharide, polyphenol, fructan, alpha-mannan, porphyran, host glycan, glucosylglycerate, glycogen, sucrose, xyloglucan, trehalose, alpha-glucan, chitin, human milk polysaccharide, chitooligosaccharide, carrageenan, glucooligosaccharide, pectin, agarose, xylan, cellooligosaccharide, beta-galactan, arabinogalactan protein, sialic acid, starch, arabinan, lignin
TARA_SAMEA2622923_METAG_FCMFLHKP	beta-glucan, peptidoglycan, exo-polysaccharide, cellulose, xyloglucan, polyphenol, alpha-galactan, glucooligosaccharide, chitin, trehalose, chitosan, arabinan, lignin, xylan, host glycan, chitooligosaccharide, cellooligosaccharide
TARA_SAMEA2622923_METAG_BLCMMNMK	beta-glucan, peptidoglycan, cellulose, exo-polysaccharide, polyphenol, fructan, alpha-galactan, glycolipid, beta-mannan, alpha-mannan, porphyran, host glycan, glucosylglycerate, glycogen, alkaloid, sucrose, xyloglucan, trehalose, alpha-glucan, chitin, abscisic acid, chitosan, alpha-rhamnoside, human milk polysaccharide, carrageenan, pectin, agarose, beta-glucuronan, beta-glycan, beta-fucosides, xylan, beta-galactan, arabinogalactan protein, starch, arabinan, lignin
TARA_SAMEA2622923_METAG_MGEOHPPC	beta-glucan, peptidoglycan, cellulose, exo-polysaccharide, polyphenol, host glycan, glucosylglycerate, glycogen, sucrose, xyloglucan, trehalose, alpha-glucan, chitin, abscisic acid, chitooligosaccharide, glucooligosaccharide, xylan, cellooligosaccharide, starch, arabinan, lignin
TARA_SAMEA2622923_METAG_CJDPMNPC	beta-glucan, peptidoglycan, exo-polysaccharide, polyphenol, fructan, beta-mannan, cephalosporin C, porphyran, host glycan, glucosylglycerate, glycogen, sucrose, xyloglucan, trehalose, alpha-glucan, chitin, human milk polysaccharide, chitooligosaccharide, carrageenan, glucooligosaccharide, pectin, agarose, xylan, cellooligosaccharide, beta-galactan, arabinogalactan protein, sialic acid, starch, arabinan, lignin
TARA_SAMEA2622923_METAG_DNGLHAAI	beta-glucan, peptidoglycan, exo-polysaccharide, cellulose, polyphenol, host glycan, glucosylglycerate, glycogen, sucrose, xyloglucan, trehalose, alpha-glucan, chitin, chitooligosaccharide, glucooligosaccharide, xylan, cellooligosaccharide, starch, arabinan, lignin
